l2_regularization,N,seed,query_type,query_count,training_cloud_sha256,query_sha256,cholesky_jitter,cholesky_adaptive_jitter,cholesky_attempts,minimum_eigenvalue_estimate,sigma_n,sigma_f,lengthscales,input_scaling,hyperparameter_policy,dtype,source_file,density_relative_l1,density_relative_l2,density_relative_linf,density_mae,density_rmse,density_linf,density_denominator_floor,density_denominator_floor_used,gradient_relative_l1,gradient_relative_l2,gradient_relative_linf,gradient_mae,gradient_rmse,gradient_linf,gradient_denominator_floor,gradient_denominator_floor_used,Q_relative_l1,Q_relative_l2,Q_relative_linf,Q_mae,Q_rmse,Q_linf,Q_denominator_floor,Q_denominator_floor_used
1e-06,1200,124,on_support,1200,84c54571cd30339851d8836cbec6ab268e03f106b35f510ece2d26dc911f99bb,84c54571cd30339851d8836cbec6ab268e03f106b35f510ece2d26dc911f99bb,1e-06,0.0,1,-40.23106913933181,0.02701550455670291,0.2321687861091303,"[1.4809768851155671,0.9923816086983701,7.38905609893065,6.128335164160389,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.06786861444000272,8.041491921635398,0.02757701948820919,-0.05046918177090491,0.0028189859267179697,0.008998377298969032],""feature_std"":[1.1658473211694584,0.6962215793416696,0.7241814394531741,0.7146316945476923,0.7026268603977887,0.7168810552692161],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N1200_seed124\manufactured_operator_metrics.json,0.006903103048175933,0.007837288036928847,0.009240736641756042,6.154386033279896e-05,0.00010672608669699509,0.0007093163182730847,1e-30,False,0.011367360050862517,0.01033527559735558,0.012252025846957115,0.00011795941728197968,0.00020801433872769077,0.0020980936668113584,1e-30,False,0.024455261077514365,0.024579956664812535,0.03131177412631631,2.000523896604138e-06,3.4973877626706286e-06,2.8847815172237956e-05,1e-30,False
1e-06,1200,124,off_support,1000,84c54571cd30339851d8836cbec6ab268e03f106b35f510ece2d26dc911f99bb,ddd9abbe44e57e964cfd0efc3cd42cb2f84951523ff0013e50f234277223f8b2,1e-06,0.0,1,-40.23106913933181,0.02701550455670291,0.2321687861091303,"[1.4809768851155671,0.9923816086983701,7.38905609893065,6.128335164160389,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.06786861444000272,8.041491921635398,0.02757701948820919,-0.05046918177090491,0.0028189859267179697,0.008998377298969032],""feature_std"":[1.1658473211694584,0.6962215793416696,0.7241814394531741,0.7146316945476923,0.7026268603977887,0.7168810552692161],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N1200_seed124\manufactured_operator_metrics.json,0.007603475875259745,0.008275860694046932,0.013012861741006129,7.17191581261927e-05,0.0001203243856181965,0.0010360360819247783,1e-30,False,0.011933248155465634,0.011270237751139807,0.02445873301068701,0.0001286534393778903,0.00023056560804984099,0.004102705658293113,1e-30,False,0.02434323511015269,0.023906782468792014,0.026224735509822492,2.1736104350798944e-06,3.7948846401375603e-06,2.571458474500489e-05,1e-30,False
1e-06,1200,125,on_support,1200,0d6d575ed969e8d3ec6c0a7f4778542dfd4957a2ac69df24ca2a997c7938d304,0d6d575ed969e8d3ec6c0a7f4778542dfd4957a2ac69df24ca2a997c7938d304,1e-06,0.0,1,-34.9182773421432,0.015485841178107489,0.2197101491812312,"[1.4669992274191415,0.9564521214913868,7.38905609893065,7.38905609893065,7.38905609893065,3.1192268142286226]","{""feature_mean"":[-0.047879552015777115,7.982687639651939,-0.010477301587018286,-0.015734500774684152,-0.028954983210416063,0.020190636319006215],""feature_std"":[1.1948074684188015,0.6684702685186628,0.7066859980249434,0.6893935596348596,0.6947640212359087,0.7075409012129575],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N1200_seed125\manufactured_operator_metrics.json,0.004540017248001642,0.005377024806127608,0.008819020351222735,4.2841640167018346e-05,7.804992333299493e-05,0.0006584427146156093,1e-30,False,0.007957935597352457,0.007457843030345916,0.011725427589104357,8.667401120269474e-05,0.00015575691690985526,0.0019576859751682784,1e-30,False,0.01782804547334713,0.0178369172484192,0.030887812598185543,1.6004389552429864e-06,2.8042871454058455e-06,3.014046660792998e-05,1e-30,False
1e-06,1200,125,off_support,1000,0d6d575ed969e8d3ec6c0a7f4778542dfd4957a2ac69df24ca2a997c7938d304,53bd306308659107ffdf4b350db2bb9b81a166bb1e98f852097299673157298c,1e-06,0.0,1,-34.9182773421432,0.015485841178107489,0.2197101491812312,"[1.4669992274191415,0.9564521214913868,7.38905609893065,7.38905609893065,7.38905609893065,3.1192268142286226]","{""feature_mean"":[-0.047879552015777115,7.982687639651939,-0.010477301587018286,-0.015734500774684152,-0.028954983210416063,0.020190636319006215],""feature_std"":[1.1948074684188015,0.6684702685186628,0.7066859980249434,0.6893935596348596,0.6947640212359087,0.7075409012129575],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N1200_seed125\manufactured_operator_metrics.json,0.0055528177430759365,0.006258443787984832,0.010929952519442034,5.392044968462019e-05,9.615296798245227e-05,0.0008318660755630991,1e-30,False,0.008952983100609135,0.008314107059389952,0.011640255171174568,9.577483540145931e-05,0.00017019228634789174,0.002096694791088899,1e-30,False,0.019513555747418025,0.021245379881689445,0.0274661916897224,1.7187522923954383e-06,3.3299379925037663e-06,2.760243206698321e-05,1e-30,False
1e-06,2400,123,on_support,2400,52acb3c94df8de09c0a48bda3f3958bc6d50b5a6272b5564ed87dbc286c4c46d,52acb3c94df8de09c0a48bda3f3958bc6d50b5a6272b5564ed87dbc286c4c46d,1e-06,0.0,1,-52.68127998722896,0.03117241713372155,0.19578600252790732,"[1.638957433639257,0.8554078468698872,7.38905609893065,1.8939765001145783,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.008666993432168243,8.001355712087076,0.012893195205570161,0.021474470189335088,0.0005433051865080755,-0.015082876849515104],""feature_std"":[1.2167955905988423,0.6928532998815441,0.7161772387587984,0.7070455152195663,0.7031212036969062,0.6907628194616069],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N2400_seed123\manufactured_operator_metrics.json,0.007283463135629235,0.007560594741266241,0.008790453644387186,6.903524068702922e-05,0.00011155424386246556,0.000776230537274116,1e-30,False,0.012863520540049498,0.011384569489152205,0.011228369683351686,0.00013322049837607853,0.0002244242070856984,0.002083443106733151,1e-30,False,0.026417375843164847,0.024565508415851662,0.030534223668448886,2.448015126043034e-06,4.24163425805805e-06,3.2626543007680496e-05,1e-30,False
1e-06,2400,123,off_support,1000,52acb3c94df8de09c0a48bda3f3958bc6d50b5a6272b5564ed87dbc286c4c46d,e03a2ef220906743d2796effc45e1d642fe8fac6e4c32e943075254ffa15a45d,1e-06,0.0,1,-52.68127998722896,0.03117241713372155,0.19578600252790732,"[1.638957433639257,0.8554078468698872,7.38905609893065,1.8939765001145783,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.008666993432168243,8.001355712087076,0.012893195205570161,0.021474470189335088,0.0005433051865080755,-0.015082876849515104],""feature_std"":[1.2167955905988423,0.6928532998815441,0.7161772387587984,0.7070455152195663,0.7031212036969062,0.6907628194616069],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N2400_seed123\manufactured_operator_metrics.json,0.008002274480334009,0.008224017278493133,0.007244964624520001,7.048700505352473e-05,0.00010871640809519942,0.000594180696298411,1e-30,False,0.013558932613268805,0.012021234588612385,0.016656628791852084,0.00013619158088916882,0.00022569952025021026,0.0025639628062791536,1e-30,False,0.025852826644990536,0.024322909684905407,0.03083139113068806,2.1904339252720208e-06,3.722998192114154e-06,2.9743808745647318e-05,1e-30,False
1e-06,2400,124,on_support,2400,28cf1ad45460244726c185dc43f531a64983e5032655533c03ff1516af012a0b,28cf1ad45460244726c185dc43f531a64983e5032655533c03ff1516af012a0b,1e-06,0.0,1,-82.80310660914077,0.018711492431214217,0.26376906426229296,"[1.690596290863577,0.8917872573932953,7.38905609893065,1.3139971039578462,7.38905609893065,1.441501451864181]","{""feature_mean"":[0.06949881147892181,7.998083275302627,-0.006441260620387233,0.006986472650267917,-0.001886679063334935,0.014374777290883548],""feature_std"":[1.17976729581399,0.7123228835317762,0.7127973925383655,0.7042119918458798,0.6880098160890806,0.7027765991315863],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N2400_seed124\manufactured_operator_metrics.json,0.0046175627116273885,0.005409604253061558,0.009857378237819986,4.292169787572265e-05,7.835454597901901e-05,0.0008234754523830518,1e-30,False,0.010064739215215432,0.009639121601832399,0.018706772045200097,0.00010543768308392821,0.00019119936984612535,0.0033902294716089756,1e-30,False,0.02317091409402382,0.02085214009633325,0.021480278964032026,2.0624405038802366e-06,3.312313363103822e-06,2.2546230008469e-05,1e-30,False
1e-06,2400,124,off_support,1000,28cf1ad45460244726c185dc43f531a64983e5032655533c03ff1516af012a0b,bdb318e424b7e2258c24820a8bc5616600eef7a62387b61b702263ea821aee17,1e-06,0.0,1,-82.80310660914077,0.018711492431214217,0.26376906426229296,"[1.690596290863577,0.8917872573932953,7.38905609893065,1.3139971039578462,7.38905609893065,1.441501451864181]","{""feature_mean"":[0.06949881147892181,7.998083275302627,-0.006441260620387233,0.006986472650267917,-0.001886679063334935,0.014374777290883548],""feature_std"":[1.17976729581399,0.7123228835317762,0.7127973925383655,0.7042119918458798,0.6880098160890806,0.7027765991315863],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N2400_seed124\manufactured_operator_metrics.json,0.00609682986758808,0.008741335681646693,0.03313879424067042,5.7688875758310055e-05,0.0001342922425651397,0.0031073653439350674,1e-30,False,0.011428369608956863,0.011091718344434173,0.018998614651796777,0.00011612986757168334,0.00021477537220285952,0.003570788640709861,1e-30,False,0.02232617200068856,0.01914188526347239,0.02453327853754915,2.0424947061352826e-06,3.2369752713144854e-06,2.965381095609474e-05,1e-30,False
1e-06,2400,125,on_support,2400,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,1e-06,0.0,1,-53.19730592466475,0.03268057832964828,0.1924689161550524,"[1.5741722457255856,0.9001841367147649,7.38905609893065,7.38905609893065,7.38905609893065,2.428000804594236]","{""feature_mean"":[-0.03877894202051924,8.006552377163368,0.005970439881620248,-0.008526303173244326,-0.016947164702391156,-0.011851988425964834],""feature_std"":[1.1706685509045993,0.6855543222276366,0.701057266233053,0.7022867354150167,0.704129305224102,0.7135394236170102],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N2400_seed125\manufactured_operator_metrics.json,0.0075764444384987355,0.007545161810685587,0.007635714228583822,7.221172039324516e-05,0.00011240108722322346,0.0006713669735999989,1e-30,False,0.012351810469418354,0.010607792111102732,0.01082705009259979,0.00012910954306058606,0.00020967484602434132,0.001998922527053043,1e-30,False,0.022808976734476273,0.0205602531184489,0.024628356969383425,1.959015421632137e-06,3.251343091225841e-06,2.8309940767927714e-05,1e-30,False
1e-06,2400,125,off_support,1000,fbc1604f12aa3e9c72f530f4a9760c3fb821883bf5ee3d7a8ab55f9c2b6a0e2c,4afaf8664aa447826f36ddb8b5d70b653991013046573a4a0dc1a9dd569cb20c,1e-06,0.0,1,-53.19730592466475,0.03268057832964828,0.1924689161550524,"[1.5741722457255856,0.9001841367147649,7.38905609893065,7.38905609893065,7.38905609893065,2.428000804594236]","{""feature_mean"":[-0.03877894202051924,8.006552377163368,0.005970439881620248,-0.008526303173244326,-0.016947164702391156,-0.011851988425964834],""feature_std"":[1.1706685509045993,0.6855543222276366,0.701057266233053,0.7022867354150167,0.704129305224102,0.7135394236170102],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N2400_seed125\manufactured_operator_metrics.json,0.008308513740498043,0.007921222267675873,0.00715484843495002,7.425623862341668e-05,0.00011228899440632031,0.0005114587565540063,1e-30,False,0.012871537270298637,0.010890806232252073,0.011670164004108498,0.00013043806710794596,0.00021136876168987545,0.0020450320753354016,1e-30,False,0.021927965785960672,0.020312024394531683,0.025770780306995245,1.976940625272161e-06,3.442544149616815e-06,3.054145841381204e-05,1e-30,False
1e-06,300,123,on_support,300,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,1e-06,0.0,1,-6.383644384731719,0.006010007583753526,0.18769716446362147,"[1.5487870584254657,0.9140613914078534,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.04759697488458991,7.989469426809722,-0.0005447535597074186,-0.0012090728669985245,0.059451046656329505,0.0014827768812384246],""feature_std"":[1.1610560062248145,0.7290157997553681,0.7263139508623327,0.7427902500413278,0.7262883191985822,0.7167859486939718],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N300_seed123\manufactured_operator_metrics.json,0.0026588475557118444,0.003376643315410408,0.005700586003595274,2.3272630953526195e-05,4.485779295386715e-05,0.00027726504213614056,1e-30,False,0.006107693450509541,0.005909708846220379,0.006959570568328794,5.966105556844211e-05,0.00011016126486983252,0.0011994998213684382,1e-30,False,0.01330110461012539,0.012893774419526566,0.013295014588917886,1.2735458030557242e-06,2.2822923317516557e-06,1.5774063286853814e-05,1e-30,False
1e-06,300,123,off_support,1000,c45fba6bf420fb60bb34b12579ecafe75a74b0af93ca6801707410ff141cedb0,8adc42623eaf38b3b694339ffb761a5904da2b3aec04090b9cc03b8ae4c8ac46,1e-06,0.0,1,-6.383644384731719,0.006010007583753526,0.18769716446362147,"[1.5487870584254657,0.9140613914078534,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.04759697488458991,7.989469426809722,-0.0005447535597074186,-0.0012090728669985245,0.059451046656329505,0.0014827768812384246],""feature_std"":[1.1610560062248145,0.7290157997553681,0.7263139508623327,0.7427902500413278,0.7262883191985822,0.7167859486939718],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N300_seed123\manufactured_operator_metrics.json,0.004825317212069914,0.005408517172184482,0.0062205882320093735,4.45125568156283e-05,7.683624230739823e-05,0.0004980083795173649,1e-30,False,0.007065453720687413,0.007338591985143252,0.022724751873421295,7.328833124702165e-05,0.00014383865294059634,0.0036302578532590654,1e-30,False,0.0157351433929906,0.017261735177000193,0.03406999162431355,1.3999208539873567e-06,2.7555431121932296e-06,3.3961337000863625e-05,1e-30,False
1e-06,300,124,on_support,300,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,1e-06,0.0,1,-12.122084233530206,0.0003967687729459006,0.29923940542603256,"[1.5450001218325977,0.910306488592582,7.38905609893065,7.38905609893065,7.38905609893065,0.7972536501464598]","{""feature_mean"":[0.030550621972160148,8.090922531484313,0.04461459321554819,0.04032919692168462,-0.00794280311991451,0.03665711910977057],""feature_std"":[1.1555530912821674,0.707381735555048,0.6841114382108242,0.7152870455434626,0.6851473072829103,0.6992322257187967],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N300_seed124\manufactured_operator_metrics.json,0.00016355910201535723,0.0002323355958554491,0.00031875335062255927,1.5789777377726542e-06,3.4484203655469753e-06,2.3668714472069308e-05,1e-30,False,0.010995171025851888,0.016376724347778416,0.02761676554426587,0.00011451664105746183,0.00031253315487831865,0.004145425870831478,1e-30,False,0.03406622107429858,0.03961108631750914,0.07220197443490474,3.7583464350606557e-06,7.72086532773103e-06,7.066553943747427e-05,1e-30,False
1e-06,300,124,off_support,1000,c0383c6f3086c82b982427a104090a5c67cac1eb0faa370362913cc4cec55f79,7a44f90bc40522438a15e0471bb8c741a765a58c3f0c269db8b897ddf3320707,1e-06,0.0,1,-12.122084233530206,0.0003967687729459006,0.29923940542603256,"[1.5450001218325977,0.910306488592582,7.38905609893065,7.38905609893065,7.38905609893065,0.7972536501464598]","{""feature_mean"":[0.030550621972160148,8.090922531484313,0.04461459321554819,0.04032919692168462,-0.00794280311991451,0.03665711910977057],""feature_std"":[1.1555530912821674,0.707381735555048,0.6841114382108242,0.7152870455434626,0.6851473072829103,0.6992322257187967],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N300_seed124\manufactured_operator_metrics.json,0.007833730711027628,0.014429802153510427,0.03715744056778289,7.117731133988835e-05,0.0002004078466284962,0.003341089211370102,1e-30,False,0.013940111681531024,0.020038277724389243,0.04965702395515323,0.0001455299248106073,0.00039760517229050574,0.009135065627930872,1e-30,False,0.041588971522065254,0.053248145297343896,0.14461335557162613,3.7618615368691906e-06,8.433076786825798e-06,0.00013547131283906,1e-30,False
1e-06,300,125,on_support,300,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,1e-06,0.0,1,-8.180109145172555,0.00033546262790251185,0.20959527639153566,"[1.6008661028032616,0.9287129190632705,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[-0.03659904623830572,7.956528165389306,-0.05517061448655018,-0.01591777408187703,-0.007896610332845415,-0.054175943281553396],""feature_std"":[1.181539747716021,0.7014523522101572,0.7098815204626301,0.6794975743883875,0.7007869176854482,0.679827069800108],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N300_seed125\manufactured_operator_metrics.json,0.00018873087916893076,0.0002291136497319674,0.0002520941476133503,1.911131845599095e-06,3.5577246213297445e-06,1.9042223838604266e-05,1e-30,False,0.0010640671449020033,0.001472190374244991,0.004889943966826246,1.1772276805440653e-05,3.054933986758475e-05,0.0008587512309367078,1e-30,False,0.0037048905778707896,0.004049747661492274,0.005704196436785829,3.272619664395317e-07,6.167038416884807e-07,4.547623451512891e-06,1e-30,False
1e-06,300,125,off_support,1000,610edbc51b0438eac56eefbee5853185fbbb72ebde05cda21d0b66f0c81e684d,cee255d44780b7999981dd09ddde99ab4e5c07255c7e9c02c1842748d2e9c992,1e-06,0.0,1,-8.180109145172555,0.00033546262790251185,0.20959527639153566,"[1.6008661028032616,0.9287129190632705,7.38905609893065,7.38905609893065,7.38905609893065,7.38905609893065]","{""feature_mean"":[-0.03659904623830572,7.956528165389306,-0.05517061448655018,-0.01591777408187703,-0.007896610332845415,-0.054175943281553396],""feature_std"":[1.181539747716021,0.7014523522101572,0.7098815204626301,0.6794975743883875,0.7007869176854482,0.679827069800108],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N300_seed125\manufactured_operator_metrics.json,0.0008680626845549194,0.0011188759651483478,0.002346342871220779,8.472516426006094e-06,1.6788951111109876e-05,0.00016667754703089525,1e-30,False,0.0015700085747474728,0.0023164060084955233,0.009780247233090792,1.710569346007588e-05,4.737299130307824e-05,0.00156330091161236,1e-30,False,0.0045518036363300565,0.006175560479788878,0.01429374964684503,3.9581817445987986e-07,9.826932567811302e-07,1.3959017356994171e-05,1e-30,False
1e-06,600,123,on_support,600,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,1e-06,0.0,1,-17.490045312873903,0.011853388961725388,0.226131671858172,"[1.614715869106606,0.9368030549707547,7.38905609893065,1.6333322944032984,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.014772281850630896,8.01622457503583,-0.0020064135787936023,-0.05090080030567341,-0.0022932162837789555,0.04332549971910421],""feature_std"":[1.2066605705309643,0.7004459732246725,0.7010537538546806,0.7219505155681277,0.7093321180284013,0.7079536762707976],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N600_seed123\manufactured_operator_metrics.json,0.0037250469856089405,0.004942137478427175,0.008441223807779208,3.651126706077826e-05,7.426420412310017e-05,0.0006916091880180206,1e-30,False,0.008120538580955575,0.008838295055846119,0.014703536705827656,8.234753296510182e-05,0.0001662473400764523,0.002476498381754927,1e-30,False,0.01579231037112839,0.016857308889565773,0.021011439879831062,1.5536896481287841e-06,3.0808299463901796e-06,2.341459257738422e-05,1e-30,False
1e-06,600,123,off_support,1000,c75a98c378d8daa8a21f3eeaf2326ae111edd5efcf2c41b447afe111115978dd,3c80c86f1602d410ec2f1286ebb61f63eee9258766b45ab1801c407195b87761,1e-06,0.0,1,-17.490045312873903,0.011853388961725388,0.226131671858172,"[1.614715869106606,0.9368030549707547,7.38905609893065,1.6333322944032984,7.38905609893065,7.38905609893065]","{""feature_mean"":[0.014772281850630896,8.01622457503583,-0.0020064135787936023,-0.05090080030567341,-0.0022932162837789555,0.04332549971910421],""feature_std"":[1.2066605705309643,0.7004459732246725,0.7010537538546806,0.7219505155681277,0.7093321180284013,0.7079536762707976],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N600_seed123\manufactured_operator_metrics.json,0.005636132846390134,0.007921101156869002,0.019648314894862243,5.377644828747368e-05,0.00011449104276545115,0.0013720050135797215,1e-30,False,0.008857300439388314,0.008969350015539774,0.012643994162572628,9.408946870565834e-05,0.0001830902411057674,0.0021705571881630173,1e-30,False,0.018290552275705044,0.02032600124184366,0.03730444689873692,1.7125222012316939e-06,3.4925548049758766e-06,4.093139884682581e-05,1e-30,False
1e-06,600,124,on_support,600,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,1e-06,0.0,1,-15.328993209406708,0.038082698743555056,0.2058668856187969,"[1.5030375541550836,0.9146878151534519,7.38905609893065,7.38905609893065,7.38905609893065,6.67383422580809]","{""feature_mean"":[0.09320890940120477,8.02480818636264,0.04382458795311267,-0.008735393643321234,0.021301301049838756,-0.010068082669509553],""feature_std"":[1.1861040788681612,0.6677250321468454,0.7158596642833427,0.7524022970914289,0.6815266837693887,0.7161174576368715],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N600_seed124\manufactured_operator_metrics.json,0.011787024788883597,0.013417152898148809,0.01370532198970457,0.00010752744360590577,0.00018978509247077535,0.00101269513118378,1e-30,False,0.01904106666459653,0.018642932827080336,0.018070340601481227,0.00019714791799117182,0.00036058298395548385,0.002835282438799616,1e-30,False,0.0413385943758523,0.042960940544823134,0.038158238037471676,3.940519508871007e-06,7.466198059388497e-06,4.1983779968792455e-05,1e-30,False
1e-06,600,124,off_support,1000,67097a26380b9722f6cbb7f939d9701c1852ac242c9eb45c94251779bd1c9690,57baeefa7c6bbada2ae98403cdcf6721261aa9193c8c89aaaa9d85d0b85d1119,1e-06,0.0,1,-15.328993209406708,0.038082698743555056,0.2058668856187969,"[1.5030375541550836,0.9146878151534519,7.38905609893065,7.38905609893065,7.38905609893065,6.67383422580809]","{""feature_mean"":[0.09320890940120477,8.02480818636264,0.04382458795311267,-0.008735393643321234,0.021301301049838756,-0.010068082669509553],""feature_std"":[1.1861040788681612,0.6677250321468454,0.7158596642833427,0.7524022970914289,0.6815266837693887,0.7161174576368715],""feature_zscore"":false}","optimized once, then frozen",float64,D:\PhD-Project\GP_RKHS_MINT\GP_RKHS_MINT\Tully_models\GP_MInt_QCLE_Reviewer_Ready_Pipeline_v4\output\fixed_pipeline\final_reviewer_closure\manufactured\runs\l2_1em06\N600_seed124\manufactured_operator_metrics.json,0.013764600207900279,0.015481514140661134,0.015050516873054694,0.000124810127552828,0.00021740073803373092,0.0012497117850387846,1e-30,False,0.01966908601905478,0.01859995840432938,0.026690759366449046,0.0002083787540647357,0.0003753929366110394,0.004312719752232989,1e-30,False,0.044060575939781445,0.04650924876945704,0.04511785089526732,3.960633507601799e-06,7.952342899194087e-06,5.205418916092293e-05,1e-30,False
